# Data from Clarivate Analytics' Web of Science, retrieved 23 November 2018
# This file generated on 2018-11-23 15:30:02
item,AU,DE,SO,id,title,year
5362,"Ivanov, A. G.|Diakovich, M. P.|Bachvalov, S. V.|Berestneva, O|Tikhomirov, A|Trufanov, A",integration|architecture|modeling|service|transformation|decision support system,"PROCEEDINGS OF THE 2016 CONFERENCE ON INFORMATION TECHNOLOGIES IN SCIENCE, MANAGEMENT, SOCIAL SPHERE AND MEDICINE (ITSMSSM)",WOS:000390305500010,Towards integration of the occupational diseases differential diagnosis decision support system A model-driven approach to the development process,2016
5363,"Chen, Bo-Ching|Chen, Wei-Yu|Ju, Yun-Ru|Tsai, Jeng-Wei|Jou, Li-John|Singh, Sher|Liao, Chung-Min",bivalves|zinc|bioaccumulation|detoxification|subcellular partitioning|risk assessment,CHEMOSPHERE,WOS:000293056500025,Combining bioaccumulation and coping mechanism to enhance long-term site-specific risk assessment for zinc susceptibility of bivalves,2011
5364,"Qiongfang Li, |Ziqiang Xia, |Savic, DA|Marino, MA|Savenije, HG|Bertoni, JC",assessment indicator|china|luoyang|two-order fuzzy comprehensive judgment|water scarcity assessment,SUSTAINABLE WATER MANAGEMENT SOLUTIONS FOR LARGE CITIES,WOS:000248925400014,"Integrated assessment of water scarcity for Luoyang City, China",2005
5365,"Hoelzel, Herwig|Diekkrueger, Bernd|Biemelt, Detlef|Gaedeke, Anne",process-based hydrological modelling|hydrological pattern and processes|structure-process interactions|initial ecosystem development,JOURNAL OF HYDROLOGY,WOS:000313935200016,"Impact of dumped sediment structures on hydrological modelling in the artificial Chicken Creek catchment, Germany",2013
5366,"Fayoumi, Amjad",collaborative manufacturing network (cmn)|enterprise modelling (em)|enterprise simulation|ecosystem theory|enterprise analysis and design,COMPUTERS IN INDUSTRY,WOS:000377317900005,Ecosystem-inspired enterprise modelling framework for collaborative and networked manufacturing systems,2016
5367,"Christakis, N|Patel, MK|Cross, M|Baxter, J|Abou-Chakra, H|Tuzun, U",granular material|segregation|continuum modelling|micro-physical parametrizations,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,WOS:000178136400023,"Predictions of segregation of granular material with the aid of PHYSICA, a 3-D unstructured finite-volume modelling framework",2002
5368,"Yen, Haw|Daggupati, Prasad|White, Michael J.|Srinivasan, Raghavan|Gossel, Arndt|Wells, David|Arnold, Jeffrey G.",decision support system|watershed modeling|web-based application|model calibration|swat,WATER,WOS:000375157200055,"Application of Large-Scale, Multi-Resolution Watershed Modeling Framework Using the Hydrologic and Water Quality System (HAWQS)",2016
5369,"Soria, J.|Gauthier, D.|Falcoz, Q.|Flamant, G.|Mazza, G.",heavy metal vaporization|cadmium vaporization|fluid bed waste incineration|particle combustion|cfd model,JOURNAL OF HAZARDOUS MATERIALS,WOS:000317443800032,Local CFD kinetic model of cadmium vaporization during fluid bed incineration of municipal solid waste,2013
5370,"Sipek, Vaclav|Tesar, Miroslav",hydrological modelling|pore-size distribution|saturated hydraulic conductivity|seasonal variability|soil hydraulic parameters|soil moisture,HYDROLOGICAL PROCESSES,WOS:000395628600018,Year-round estimation of soil moisture content using temporally variable soil hydraulic parameters,2017
5371,"Guan, Huade|Hutson, John|Ding, Zhenyu|Love, Andrew|Simmons, Craig T.|Deng, Zijuan",principal component analysis|forest clearance|groundwater recharge|chloride mass balance|mount lofty ranges|leachm,WATER RESOURCES RESEARCH,WOS:000323419100034,Principal component analysis of watershed hydrochemical response to forest clearance and its usefulness for chloride mass balance applications,2013
5372,"Wickham, JD|Jones, KB|Riitters, KH|O'Neill, RV|Tankersley, RD|Smith, ER|Neale, AC|Chaloud, DJ",cluster analysis|cumulative impact|geographic information systems|landscape ecology|remote sensing,ENVIRONMENTAL MANAGEMENT,WOS:000082891900011,An integrated environmental assessment of the US mid-Atlantic region,1999
5373,"Celik, Nurcin|Lee, Seungho|Mazhari, Esfandyar|Son, Young-Jun|Lemaire, Robin|Provan, Keith G.",organizational management and networks|task control and modeling|software process|workforce assignment|distributed/global software development,SIMULATION MODELLING PRACTICE AND THEORY,WOS:000296667000003,Simulation-based workforce assignment in a multi-organizational social network for alliance-based software development,2011
5374,"Bernier, M|Fortin, JP|Gauthier, Y|Corbane, C|Somma, J|Dedieu, JP",water resources|snowcover|remote sensing|radarsat-1|vegetation|eqeau|hydrological model|hydrotel,HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,WOS:000186920900010,Integration of remotely sensed data with hydrological modelling of Mount Liban (Lebanon),2003
5375,"Martin, Eric|Gascoin, Simon|Grusson, Youen|Murgue, Clement|Bardeau, Melanie|Anctil, Francois|Ferrant, Sylvain|Lardy, Romain|Le Moigne, Patrick|Leenhardt, Delphine|Rivalland, Vincent|Sanchez Perez, Jose-Miguel|Sauvage, Sabine|Therond, Olivier|Cazenave, A|Champollion, N|Benveniste, J|Chen, J",modeling|hydrology|agriculture|anthropogenic changes|sociological and hydrological system|remote sensing,REMOTE SENSING AND WATER RESOURCES,WOS:000390418000003,On the Use of Hydrological Models and Satellite Data to Study the Water Budget of River Basins Affected by Human Activities: Examples from the Garonne Basin of France,2016
5376,"Sheela, K. Gnana|Deepa, S. N.",artificial neural networks|back propagation network|radial basis function network|wind farms|wind speed prediction,SOFT COMPUTING,WOS:000331722000017,Performance analysis of modeling framework for prediction in wind farms employing artificial neural networks,2014
5377,"Vanmaercke, Matthias|Poesen, Jean|Verstraeten, Gert|Maetens, Willem|De Vente, Joris|Ocakoglu, Faruk|Banasik, K|Horowitz, AJ|Owens, PN|Stone, M|Walling, DE",sediment yield|database|europe|erosion|scale-dependence|sheet and rill erosion,SEDIMENT DYNAMICS FOR A CHANGING FUTURE,WOS:000309505900005,Sediment yield in Europe: regional differences in scale dependence,2010
5378,"Matus, Kira|Yang, Trent|Paltsev, Sergey|Reilly, John|Nam, Kyung-Min",,CLIMATIC CHANGE,WOS:000254803800005,Toward integrated assessment of environmental change: air pollution health effects in the USA,2008
5379,"Li, Yingchun|Xiong, Wei|Hu, Wei|Berry, Pam|Ju, Hui|Lin, Erda|Wang, Wen|Li, Kuo|Pan, Jie",,CLIMATIC CHANGE,WOS:000348802400014,Integrated assessment of China's agricultural vulnerability to climate change: a multi-indicator approach,2015
5380,"Ham, Jonghwa|Hong, Yoon-Seok Timothy",uncertainty analysis|integrated modelling system|river basin management measure|treatment wetland|monte carlo simulation|glue,IRRIGATION AND DRAINAGE,WOS:000386949600028,Integrated Modelling System with Uncertainty Analysis for Reservoir Water Quality Management in a Reclamation River Basin,2016
5381,"Wu, Wei|Clark, James S.|Vose, James M.",hierarchical bayesian modeling|hydrological modeling|soil moisture|streamflow,JOURNAL OF HYDROLOGY,WOS:000285701200014,Assimilating multi-source uncertainties of a parsimonious conceptual hydrological model using hierarchical Bayesian modeling,2010
5382,"Bouklia-Hassane, Rachid|Yebdri, Djilali|Tidjani, Abdellatif El-Bari",climate change simulations|hydrological modeling|integrated water resources management|oran province|time-series processes|weap model,JOURNAL OF WATER AND CLIMATE CHANGE,WOS:000402284400011,Climate change and water resources management of Oran region,2017
5383,"Mensink, C|Lefebre, F|De Ridder, K|Farago, |Georgiev, K|Havasi, A",urban air pollution|emission modeling|air quality modelling,ADVANCES IN AIR POLLUTION MODELING FOR ENVIRONMENTAL SECURITY,WOS:000231862200027,Developments and applications in urban air pollution modelling,2005
5384,"Wang, Meng|Keller, Joshua P.|Adar, Sara D.|Kim, Sun-Young|Larson, Timothy V.|Olives, Casey|Sampson, Paul D.|Sheppard, Lianne|Szpiro, Adam A.|Vedal, Sverre|Kaufman, Joel D.",ozone|spatio-temporal|geo-statistical model|multi-city|mesa air,ATMOSPHERIC ENVIRONMENT,WOS:000367498600009,Development of long-term spatiotemporal models for ambient ozone in six metropolitan regions of the United States: The MESA Air study,2015
5385,"Lindenschmidt, KE|Ollesch, G|Rode, M",dissolved phosphorus|hortonian overland flow|saturated overland flow|river basin,HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,WOS:000221662200010,Physically-based hydrological modelling for nonpoint dissolved phosphorus transport in small and medium-sized river basins,2004
5386,"Kienzle, Stefan W.",slope|area under-estimation|sensitivity analysis|hydrological simulation|runoff,HYDROLOGICAL PROCESSES,WOS:000289425700002,Effects of area under-estimations of sloped mountain terrain on simulated hydrological behaviour: a case study using the ACRU model,2011
5387,"Bulger, AJ|Dolloff, CA|Cosby, BJ|Eshleman, KN|Webb, |Galloway, JN",acidification|virginia|fish response,WATER AIR AND SOIL POLLUTION,WOS:A1995UB05300005,The ''Shenandoah National Park: Fish in sensitive habitats'' (SNP: fish) project. An integrated assessment of fish community responses to stream acidification.,1995
5388,"RAGAB, R|COOPER, JD",,JOURNAL OF HYDROLOGY,WOS:A1993LP48300005,VARIABILITY OF UNSATURATED ZONE WATER TRANSPORT PARAMETERS - IMPLICATIONS FOR HYDROLOGICAL MODELING .1. IN-SITU MEASUREMENTS,1993
5389,"Savary, Stephane|Rousseau, Alain N.|Quilbe, Renaud",,JOURNAL OF HYDROLOGIC ENGINEERING,WOS:000266202200005,Assessing the Effects of Historical Land Cover Changes on Runoff and Low Flows Using Remote Sensing and Hydrological Modeling,2009
5390,"Rafaelli, SG|Montgomery, DR|Greenberg, HM",hydrological modelling|erosional pattern|landscape morphology|gis|erosion models,JOURNAL OF HYDROLOGY,WOS:000168156900004,A comparison of thematic mapping of erosional intensity to GIS-driven process models in an Andean drainage basin,2001
5391,"Fenton, O.|Mellander, P. -E.|Daly, K.|Wall, D. P.|Jahangir, M. M. R.|Jordan, P.|Hennessey, D.|Huebsch, M.|Blum, P.|Vero, S.|Richard, K. G.",nitrogen|phosphorus|time lag|agriculture|water|soil,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,WOS:000397550100025,Integrated assessment of agricultural nutrient pressures and legacies in karst landscapes,2017
5392,"Grigoroudis, Evangelos|Kanellos, Fotis D.|Kouikoglou, Vassilis S.|Phillis, Yannis A.",climate change|emissions abatement|integrated assessment model|public opinion|human behavior,ENVIRONMENTAL DEVELOPMENT,WOS:000381625800002,Optimal abatement policies and related behavioral aspects of climate change,2016
5393,"Cho, Jin Seo|Kim, Tae-hwan|Shin, Yongcheol",qardl|quantile regression|long-run cointegrating relationship|dividend smoothing|time-varying rolling estimation,JOURNAL OF ECONOMETRICS,WOS:000359028200016,Quantile cointegration in the autoregressive distributed-lag modeling framework,2015
5394,"Martens, WJM",human health|risk factors|simulation model,CLIMATE RESEARCH,WOS:A1996UD54900004,Global atmospheric change and human health: An integrated modelling approach,1996
5395,"Lagos, Pablo",,MOUNTAIN RESEARCH AND DEVELOPMENT,WOS:000245131400007,Peru's approach to climate change in the Andean mountain region: Achieving multidisciplinary regional cooperation for integrated assessment of climate change,2007
5396,"Chadalawada, Jayashree|Havlicek, Vojtech|Babovic, Vladan",automatic model generation|conceptual modelling|genetic programming|rainfall-runoff models|system identification,WATER RESOURCES MANAGEMENT,WOS:000407831200017,A Genetic Programming Approach to System Identification of Rainfall-Runoff Models,2017
5397,"Tjandraatmadja, G.|Kirono, D. G. C.|Neumann, L.|Larson, S.|Stone-Jovicich, S.|Barkey, R. A.|Amran, A.|Selintung, M.|Piantadosi, J|Anderssen, RS|Boland, J",sustainable urban development|climate change adaptation|hydrological modelling,20TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2013),WOS:000357105902039,"Assessing urban water security and climate change adaptation in Makassar, Indonesia",2013
5398,"Segurson, A|Angeli, G|Craig, SC|Cullum, MJ",telescope control|telescope performance prediction|integrated modeling|telescope simulation,MODELING AND SYSTEMS ENGINEERING FOR ASTRONOMY,WOS:000224579200031,Computationally efficient performance simulations for a Thirty Meter Telescope (TMT) point design,2004
5399,"Qin, Youwei|Kuczera, George|Kavetski, Dmitri|Zhaoyin, W|Lee, JHW|Jizhang, G|Shuyou, C",robust gauss-newton algorithm|sce|model calibration|snow model|simhyd model,"PROCEEDINGS OF THE 35TH IAHR WORLD CONGRESS, VOLS I AND II",WOS:000343761506031,A Robust Gauss-Newton Algorithm and Its Application to the Calibration of Conceptual Rainfall-runoff Models,2013
5400,"Grimm, V.|Becher, M. A.|Kennedy, P.|Thorbek, P.|Osborne, J.|Fischer, D|Moriarty, T",,PESTICIDE RISK ASSESSMENT FOR POLLINATORS,WOS:000364576300011,Ecological Modeling for Pesticide Risk Assessment for Honey Bees and Other Pollinators,2014
5401,"Bosetti, Valentina|Carraro, Carlo|De Cian, Enrica|Masetti, Emanuele|Tavoni, Massimo",climate coalition|game theory|free-riding,ENERGY POLICY,WOS:000315606700006,Incentives and stability of international climate coalitions: An integrated assessment,2013
5402,"Zhang, Yabei|Smith, Steven J.|Kyle, G. Page|Stackhouse, Paul W.",solar|csp|thermal storage,ENERGY POLICY,WOS:000285032000035,Modeling the potential for thermal concentrating solar power technologies,2010
5403,"Xiong, Lihua|O'Connor, Kieran M.",glue|prediction limits|modeling uncertainty|simulation bias,JOURNAL OF HYDROLOGY,WOS:000253002900010,An empirical method to improve the prediction limits of the GLUE methodology in rainfall-runoff modeling,2008
5404,"Masud, Muhammad Mehedi|Ha Junsheng, |Akhtar, Rulia|Al-Amin, Abul Quasem|Kari, Fatimah Binti",adaptation|agriculture|climate change|willingness to pay (wtp)|contingent valuation method (cvm),ENVIRONMENTAL MONITORING AND ASSESSMENT,WOS:000349012200038,Estimating farmers' willingness to pay for climate change adaptation: the case of the Malaysian agricultural sector,2015
5405,"Guntner, A|Bronstert, A|Gaiser, T|Krol, M|Frischkorn, H|DeAraujo, JC",,GLOBAL CHANGE AND REGIONAL IMPACTS,WOS:000179912100017,"Large-scale hydrological modeling of a semiarid environment: Model development, validation and application",2003
5406,"Wagener, Thorsten|Liu, Yuqiong|Gupta, Hoshin V.|Springer, Everett|Brookshire, David|Wagener, T|Franks, S|Gupta, HV|Bogh, E|Bastidas, L|Nobre, C|Galvao, CDO",climate variability|integrated assessment|multi-resolution modelling|rio grande|usa|semiarid|water resources management,REGIONAL HYDROLOGICAL IMPACTS OF CLIMATIC CHANGE - IMPACT ASSESSMENT AND DECISION MAKING,WOS:000248930000030,Multi-resolution integrated assessment and modelling of climate change impacts on water resources in and and semiarid regions,2005
5407,"Azevedo, JC|Williams, |Messina, MG|Fisher, RF",apex model|east texas|hydrological modeling|sediment yield|sustainable forest initiative|sustainable forestry|water yield,WATER RESOURCES MANAGEMENT,WOS:000229629700001,Impacts of the sustainable forestry initiative landscape level measures on hydrological processes,2005
5408,"McColl, Chris|Aggett, Graeme",hydrologic modeling|land-use modeling|model integration|decision support,JOURNAL OF ENVIRONMENTAL MANAGEMENT,WOS:000248508700012,Land-use forecasting and hydrologic model integration for improved land-use decision support,2007
5409,"Edwards, M. P.|Pereverzyev, S.|Anderssen, R. S.|Chan, F|Marinova, D|Anderssen, RS",biological modelling|pattern formation in plants|trichomes|meristem|hexagonal recursion,19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011),WOS:000314989300047,Modelling pattern formation in plants,2011
5410,"Pechlivanidis, I. G.|Jackson, B. M.|Mcintyre, N. R.|Wheater, H. S.",hydrological models|model identification|calibration|uncertainty|sensitivity analysis,GLOBAL NEST JOURNAL,WOS:000300922400001,"CATCHMENT SCALE HYDROLOGICAL MODELLING: A REVIEW OF MODEL TYPES, CALIBRATION APPROACHES AND UNCERTAINTY ANALYSIS METHODS IN THE CONTEXT OF RECENT DEVELOPMENTS IN TECHNOLOGY AND APPLICATIONS",2011
5411,"Power, ME|Dietrich, WE|Finlay, JC",dams|food webs|hydrologic disturbance|predator-prey dynamics|succession,ENVIRONMENTAL MANAGEMENT,WOS:A1996VQ94100016,Dams and downstream aquatic biodiversity: Potential food web consequences of hydrologic and geomorphic change,1996
5412,"Stewart, G. A.|Baines, J.|Bold, T.|Calafiura, P.|Dotti, A.|Farrel, S. A.|Leggett, C.|Malon, D.|Ritsch, E.|Snyder, S.|Tsulaia, |Van Gemmeren, P.|Wynne, B. M.|Salinas, L|Torres, C",,17TH INTERNATIONAL WORKSHOP ON ADVANCED COMPUTING AND ANALYSIS TECHNIQUES IN PHYSICS RESEARCH (ACAT2016),WOS:000439689600024,Multi-threaded software framework development for the ATLAS experiment,2016
5413,"Vezzaro, Luca|Ledin, Anna|Mikkelsen, Peter Steen",dynamic stormwater quality model|generalized likelihood uncertainty estimation|uncertainty|stormwater micropollutants|pollution control strategies|integrated model,PHYSICS AND CHEMISTRY OF THE EARTH,WOS:000303957700006,Integrated modelling of Priority Pollutants in stormwater systems,2012
5414,"Sekizawa, J|Suter, G|Birnbaum, L",organotin compound|imposex|immune toxicity|reproductive effects|integrated assessment,HUMAN AND ECOLOGICAL RISK ASSESSMENT,WOS:000181305900021,Integrated human and ecological risk assessment: A case study of tributyltin and triphenyltin compounds,2003
5415,"Liu, F. F.|Li, Y. P.|Huang, G. H.|Cui, L.|Liu, J.",factorial analysis|fuzzy vertex|hydrological possesses|sensitivity analysis|topography-based hydrological model (topmodel)|uncertainty,JOURNAL OF HYDROLOGIC ENGINEERING,WOS:000372804000009,Assessing Uncertainty in Hydrological Processes Using a Fuzzy Vertex Simulation Method,2016
5416,"Saagi, Ramesh|Flores-Alsina, Xavier|Fu, Guangtao|Butler, David|Gernaey, Krist V.|Jeppsson, Ulf",benchmark simulation models|combined sewer overflows|integrated control|system-wide evaluation|urban drainage models,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000371377800002,Catchment & sewer network simulation model to benchmark control strategies within urban wastewater systems,2016
5417,"Igos, Elorri|Besson, Mathilde|Gutierrez, Tomas Navarrete|de Faria, Ana Barbara Bisinella|Benetto, Enrico|Barna, Ligia|Ahmadi, Aras|Sperandio, Mathieu",source-separated urine treatment|process simulation|sustainability assessment|innovative technology|integrated modelling,WATER RESEARCH,WOS:000414818700006,Assessment of environmental impacts and operational costs of the implementation of an innovative source-separated urine treatment,2017
5418,"Rahman, JM|Seaton, SP|Cuddy, SM",introspection|model metadata|net|icms,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000220348500006,Making frameworks more useable: using model introspection and metadata to develop model processing tools,2004
5419,"Largouet, Christine|Cordier, Marie-Odile|Bozec, Yves-Marie|Zhao, Yulong|Fontenelle, Guy",qualitative modelling|discrete-event system|decision-aid|scenario exploration|query patterns|timed automata|model-checking,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000300266200011,Use of timed automata and model-checking to explore scenarios on ecosystem models,2012
5420,"Lee, Sangho|Kim, Sang Ug",hydrological responses|climate change|human activities|hydrological modeling|hydrological sensitivity|various time scales|change point,WATER,WOS:000392939900034,Quantification of Hydrological Responses Due to Climate Change and Human Activities over Various Time Scales in South Korea,2017
5421,"Buonanno, P|Carraro, C|Galeotti, M",climate policy|environmental modelling|integrated assessment|technical change,RESOURCE AND ENERGY ECONOMICS,WOS:000181122700002,Endogenous induced technical change and the costs of Kyoto,2003
5422,"Boehringer, Christoph|Loeschel, Andreas",computable general equilibrium models|sustainability impact assessment|sustainable development indicators,ECOLOGICAL ECONOMICS,WOS:000242034300007,Computable general equilibrium models for sustainability impact assessment: Status quo and prospects,2006
5423,"Wang, Guo-qing|Zhang, Jian-yun|Xu, Yue-ping|Bao, Zhen-xin|Yang, Xin-Yue",water resources|climate change|vic model|xiangjiang river basin|climate scenarios|hydrological modeling,WATER SCIENCE AND ENGINEERING,WOS:000412433700001,Estimation of future water resources of Xiangjiang River Basin with VIC model under multiple climate scenarios,2017
5424,"Grunewald, Nicole|Jakob, Michael|Mouratiadou, Ioanna",co2 emission inequality|gini decomposition by source|economic sectors|climate policy,ECOLOGICAL ECONOMICS,WOS:000334132600017,Decomposing inequality in CO2 emissions: The role of primary energy carriers and economic sectors,2014
5425,"van Haastrecht, Alexander|Lord, Roger|Pelsser, Antoon|Schrager, David",stochastic volatility|stochastic interest rates|schobel-zhu|hull-white|insurance contracts|foreign exchange|equity,INSURANCE MATHEMATICS & ECONOMICS,WOS:000272604000013,Pricing long-dated insurance contracts with stochastic interest rates and stochastic volatility,2009
5426,"Correia, Isabel|Saldanha-da-Gama, Francisco",project scheduling|multi-skilled resources|cost minimization,COMPUTERS & INDUSTRIAL ENGINEERING,WOS:000336881000023,The impact of fixed and variable costs in a multi-skill project scheduling problem: An empirical study,2014
5427,"Kneib, Thomas|Petzoldt, Thomas",statistical computation|ecological modelling|ecology|r,JOURNAL OF STATISTICAL SOFTWARE,WOS:000252429500001,"Introduction to the special volume on ""ecology and ecological modelling in R""",2007
5428,"Verbeiren, B|Batelaan, O|Hung, LQ|De Smedt, F|Owe, M|DUrso, G|Moreno, JF|Calera, A",hyperspectral remote sensing|moisture gradients|land surface|hydrological modeling|vegetation,"REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY V",WOS:000189459600039,Doode Bemde CASI-SWIR 2002: Hyperspectral sensing of moisture gradients. Set-up and first results of a combined field and airborne campaign.,2004
5429,"Jakeman, AJ|Green, TR|Beavis, SG|Zhang, L|Dietrich, CR|Crapper, PF",suspended sediment|phosphorus|stream flow|gully erosion|stream bank,HYDROLOGICAL PROCESSES,WOS:000079622700009,"Modelling upland and instream erosion, sediment and phosphorus transport in a large catchment",1999
5430,"Zurbruegg, Christian|Gfrerer, Margareth|Ashadi, Henki|Brenner, Werner|Kueper, David",waste recovery|project sustainability|project assessment methods|integrated solid waste management|composting|project success factors|developing countries,WASTE MANAGEMENT,WOS:000310949000014,Determinants of sustainability in solid waste management - The Gianyar Waste Recovery Project in Indonesia,2012
5431,"Mustajoki, J|Hamalainen, RP|Marttunen, M",multicriteria decision analysis|decision support systems|lake regulation|public participation|world wide web,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000220577200002,Participatory multicriteria decision analysis with Web-HIPRE: a case of lake regulation policy,2004
5432,"Feikema, P.|Shin, D.|Zhou, S.|Lerat, J.|Le, B.|Wilson, T.|Khan, U.|Pickett-Heaps, C.|MacDonald, A.|Kent, D.|Tuteja, N. K.|Weber, T|McPhee, MJ|Anderssen, RS",seasonal water availability prediction|hydrological modelling|water forecasting|seasonal streamflow forecasting,21ST INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2015),WOS:000410535400351,"Getting it right: the roles of research, stakeholders, and delivery for a seasonal streamflow forecasting service across Australia",2015
5433,"Wheater, HS|Ballard, BW|Jolley, TJ|Rosbjerg, D|Boutayeb, NE|Gustard, A|Kundzewicz, ZW",,SUSTAINABILITY OF WATER RESOURCES UNDER INCREASING UNCERTAINTY,WOS:A1997BJ32E00043,An integrated model of arid zone water resources: evaluation of rainfall-runoff simulation performance,1997
5434,"Stapleton, C|Wyer, M|Crowther, J|Francis, C|Watkins, J|Rushby, L|Wilkinson, J|Kay, D|Guo, JJ|Liong, SY|Lin, P|Shankar, NJ|Cheong, HF|Yang, S",,"ADVANCES IN HYDRAULICS AND WATER ENGINEERING, VOLS 1 AND 2, PROCEEDINGS",WOS:000180463100189,Towards dynamical modelling of bacterial concentrations in the near-shore zone: I driving the models with dynamic input variables,2002
5435,"Hasegawa, Tomoko|Fujimori, Shinichiro|Masui, Toshihiko|Matsuoka, Yuzuru",cge model|integrated assessment|land use|mitigation assessment,JOURNAL OF CLEANER PRODUCTION,WOS:000384626400023,Introducing detailed land-based mitigation measures into a computable general equilibrium model,2016
5436,"Grayson, R|Argent, R|Vertessy, R|Hairsine, P|Podger, G",natural resource management|environmental modelling|integrated modelling,"MODSIM 2003: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION, VOLS 1-4",WOS:000189470800290,"An ""integration blueprint"" to underpin the development of the catchment modelling toolkit",2003
5437,"Grenouillet, Gael|Comte, Lise",climate change|colonization|distribution shifts|drivers|extirpation|lag|range limits|stream fish,GLOBAL CHANGE BIOLOGY,WOS:000342168500008,Illuminating geographical patterns in species' range shifts,2014
5438,"Agapiou, Sergios|Bardsley, Johnathan M.|Papaspiliopoulos, Omiros|Stuart, Andrew M.",gaussian process priors|markov chain monte carlo|inverse covariance operators|hierarchical models|diffusion limit,SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,WOS:000421346900022,Analysis of the Gibbs Sampler for Hierarchical Inverse Problems,2014
5439,"Stone, Brian|Mednick, Adam C.|Holloway, Tracey|Spak, Scott N.",,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000264108800011,Mobile Source CO2 Mitigation through Smart Growth Development and Vehicle Fleet Hybridization,2009
5440,"LIANG, GC|GUO, YF",,JOURNAL OF HYDROLOGY,WOS:A1994MZ15700018,OBSERVED SEASONAL HYDROLOGICAL BEHAVIOR USED IN FLOW FORECASTING ON THE YANGTZE-RIVER ABOVE HANKOU,1994
5441,"Collison, AJC",gully|hydrological modelling|stress release|pore-water pressure|preferential flow,HYDROLOGICAL PROCESSES,WOS:000167185600002,The cycle of instability: stress release and fissure flow as controls on gully head retreat,2001
5442,"Drouet, L|Edwards, NR|Haurie, A",integrated assessment model|coupling|economy|climate|convex optimization|oracle,ENVIRONMENTAL MODELING & ASSESSMENT,WOS:000236981500003,Coupling climate and economic models in a cost-benefit framework: A convex optimisation approach,2006
5443,"Kramar, D|Goodale, WM|Kennedy, LM|Carstensen, LW|Kaur, T",geographic information systems|mercury|common loon|environmental modeling,ECOTOXICOLOGY,WOS:000227700000018,Relating land cover characteristics and common loon mercury levels using geographic information systems,2005
5444,"Argent, RM",model integration|component-based modelling|modelling frameworks,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000220348500002,"An overview of model integration for environmental application - components, frameworks and semantics",2004
5445,"Verhoog, Reinier|Ghorbani, Amineh|Dijkema, Gerard P. J.",agent-based model|socio-ecological system|human-environment system|conceptual modelling|modelling institutions,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000377729100007,Modelling socio-ecological systems with MAIA: A biogas infrastructure simulation,2016
5446,"DENIS, B|LESAGE, JJ|TIMON, G|Leiviska, K",models|modeling|computer-aided system design|design integrated methods|metamodeling,CIM IN PROCESS AND MANUFACTURING INDUSTRIES,WOS:A1993BZ28K00004,TOWARD A THEORY OF INTEGRATED MODELING,1993
5447,"Mirzaei, M.|Solgi, E.|Salmanmahiny, A.",land use changes|zayandehrud river basin|hydrological modeling|l-thia model,ENVIRONMENTAL MONITORING AND ASSESSMENT,WOS:000388805000037,Assessment of impacts of land use changes on surface water using L-THIA model (case study: Zayandehrud river basin),2016
5448,"Ahmad, NN|Bacon, DP|Hall, MS|Sarma, A",mpdata|numerical methods|unstructured grids|atmospheric simulation|geophysical fiuid dynamics,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,WOS:000236675700009,Application of the multidimensional positive definite advection transport algorithm (MPDATA) to environmental modelling on adaptive unstructured grids,2006
5449,"Tian, Fuqiang|Yang, Pengju|Hu, Hongchang|Dai, Chao",plastic mulch|dual crop coefficient|simdualkc model|eddy covariance,WATER,WOS:000373691200019,Partitioning of Cotton Field Evapotranspiration under Mulched Drip Irrigation Based on a Dual Crop Coefficient Model,2016
5450,"Boylan, JW|Odman, MT|Wilkinson, JG|Russell, AG|Doty, KG|Norris, WB|McNider, RT",,JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION,WOS:000230435300019,Integrated assessment modeling of atmospheric pollutants in the Southern Appalachian Mountains. Part I: Hourly and seasonal ozone,2005
5451,"Asghar, Sohail|Alahakoon, Damminda|Churilov, Leonid",decision support systems|disaster management systems|model selection|model management,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,WOS:000257387700008,Categorization of disaster decision support needs for the development of an integrated model for DMDSS,2008
