DOI,title,1,2,3,4,5
10.1016/j.biocon.2010.07.007,Overcoming the rare species modelling paradox: A novel hierarchical framework applied to an Iberian endemic plant (2010),"This novel framework provides a baseline for adaptive conservation, management and monitoring of rare species at distinct spatial and temporal scales.","We present two ensemble models for a test species, one at regional and one at local scale, each based on the combination of 630 models.","We refer to this contrast as the ""rare species modelling paradox"" and propose as a solution developing modelling approaches that deal with a sufficiently large set of predictors, ensuring that statistical models are not over-fitted.","In both cases, we obtained excellent spatial projections, unusual when modelling rare species.","Model results highlight, from a statistically sound approach, the effects of multiple drivers in a same modelling framework and at two distinct scales."
10.5194/hess-11-1279-2007,Development of the MESH modelling system for hydrological ensemble forecasting of the Laurentian Great Lakes at the regional scale (2007),"Environment Canada has been developing a community environmental modelling system (Modelisation Environmentale Communautaire-MEC), which is designed to facilitate coupling between models focusing on different components of the earth system.",The ultimate objective of MEC is to use the coupled models to produce operational forecasts.,"MESH (MEC-Surface and Hydrology), a configuration of MEC currently under development, is specialized for coupled land-surface and hydrological models.",,
10.1007/s10584-016-1845-4,Robust decision making in data scarce contexts: addressing data and model limitations for infrastructure planning under transient climate change (2017),"However, many applications of these methodologies have relied on a sophisticated process of climate model downscaling and impact modeling that may be unreliable in data-scarce contexts.","We find that infrastructure performance is particularly sensitive to uncertainty in streamflow model accuracy, irrigation efficiency, and evaporation rates, suggesting that additional research in these areas could provide valuable insights for long-term infrastructure planning.","In this study, we demonstrate a modified application of the robust decision making (RDM) methodology that is specifically tailored for application in data-scarce situations.",This work demonstrates how tailored application of robust decision frameworks using simple modeling approaches can provide decision support in data-scarce regions where more complex modeling and analysis may be impractical.,"In the face of deeply uncertain climate change projections, robust decision frameworks are becoming a popular tool for incorporating climate change uncertainty into water infrastructure planning."
10.1007/s12237-015-0011-y,Progress and Challenges in Coupled Hydrodynamic-Ecological Estuarine Modeling (2016),"Finally, we recommend future lines of inquiry, approaches to balance complexity and uncertainty, and model transparency and utility.","In this review, we present historical and modern perspectives on estuarine hydrodynamic and ecological modeling, consider model limitations, and address aspects of model linkage, skill assessment, and complexity.",The need to couple hydrodynamic and ecological models to address research and management questions is clear because dynamic feedbacks between biotic and physical processes are critical interactions within ecosystems.,Numerical modeling has emerged over the last several decades as a widely accepted tool for investigations in environmental sciences.,"Coupled hydrodynamic-ecological models have been used to assess ecosystem processes and interactions, simulate future scenarios, and evaluate remedial actions in response to eutrophication, habitat loss, and freshwater diversion."
10.1109/TCBB.2015.2478477,Probabilistic Boolean Network Modelling and Analysis Framework for mRNA Translation (2016),"Importantly, the proposed modelling framework maintains the stochastic aspects of mRNA translation and provides a way to exactly calculate probability distributions, providing additional tools of analysis in this context.","Finally, the proposed modelling methodology provides an alternative approach to the understanding of the mRNA translation process, by bridging the gap between existing approaches, providing new analysis tools, and contributing to a more robust platform for modelling and understanding translation.","In these applications, the results from the model analysis match those of TASEP model simulations.",,
10.1177/0037549708097713,A Multidiscipline and Multi-rate Modeling Framework for Planar Solid-oxide-fuel-cell based Power-Conditioning System for Vehicular APU (2008),The computational overhead and accuracy of the fast-simulation and comprehensive models are compared.,"The power-conditioning system (PCS) model comprises the comprehensive transient models of PSOFC, balance-of-plant and power-electronics subsystems (BOPS and PES, respectively) and application load (AL).","It can be used for resolving the interactions among PSOFC, BOPS, PES and AL, control design and system optimization and studying fuel-cell durability.",A numerical modeling framework for planar solid-oxide fuel cell (PSOFC) based vehicular auxiliary power unit (APU) is developed.,
10.1016/j.jconhyd.2016.07.007,Effects of reservoir heterogeneity on scaling of effective mass transfer coefficient for solute transport (2016),"An important implication is that when scaling-up transport response from lab-scaleresults to the field scale, it is necessary to account for the scale-up of heterogeneity.",A technique based on volume averaging is applied to quantitatively assess the scaling characteristics of effective mass transfer coefficient in heterogeneous reservoir models.,"Although treatment of transport problems with the volume averaging technique has been published in the past, application to geological systems exhibiting realistic spatial variability remains a challenge.",It reinforces the notion that the flow response is influenced by the higher-order statistical description of heterogeneity.,This work offers an insight into the impacts of heterogeneity on the scaling of effective transport parameters.
10.1029/2003WR002122,"Semidistributed hydrological modeling: A ""saturation path'' perspective on TOPMODEL and VIC (2003)","[1] The conceptual foundation, behavior, and implementation of semidistributed hydrological models such as TOPMODEL and VIC are reviewed from a ""saturation path modeling'' perspective, hereinafter referred to as SPM.","In general, SPM leads to compact equations in canonical ODE form, making the behavior of the model transparent and facilitating improvements of both the conceptual model itself and its numerical implementation.","A comprehensive numerical analysis of SPM, TOPMODEL, and VIC is presented, providing insight into the timescale dependence of their parameters.",,
10.1016/j.cpc.2012.06.004,FEAST fundamental framework for electronic structure calculations: Reformulation and solution of the muffin-tin problem (2012),The non-linear eigenvalue problem arising from the muffin-tin decomposition of the real-space domain is first derived and then reformulated to be solved exactly within the FEAST framework.,"Here, FEAST is presented beyond the ""black-box"" solver as a fundamental modeling framework which can naturally address the original numerical complexity of the electronic structure problem as formulated by Slater in 1937 [3].",,,
10.1016/j.asoc.2017.05.002,Cascaded re-ranking modelling of translation hypotheses using extreme learning machines (2017),The proposed CRM effectively and efficiently selects the good but rare hypotheses in order to alleviate simultaneously the issues of translation quality and computational cost.,"Compared to other state-of-the-art methods, experimental results show that CRM partnered with ELM (CRM-ELM) can raise at most 11.6% of translation quality over the popular benchmark Chinese-English corpus (IWSLT 2014) and French-English parallel corpus (WMT 2015) with extremely fast training time for huge corpus.",CRM can be partnered with any classifier such as support vector machines (SVM) and extreme learning machine (ELM).,"In statistical machine translation (SMT), re-ranking of huge amount of randomly generated translation hypotheses is one of the essential components in determining the quality of translation result.",
10.1016/j.envsoft.2012.01.020,Simulating watersheds using loosely integrated model components: Evaluation of computational scaling using OpenMI (2013),"Our analysis was limited to semi-distributed watershed modeling, however, and future research is needed to understand performance and accuracy for more data demanding hydrologic models.",Our results suggest that the overhead introduced by runtime communication of data is not significant when applied for semi-distributed watershed modeling.,"Therefore, it is necessary to develop a means to integrate multiple simulation models to predict holistic system response.",The motivation for this work is to quantify performance overhead costs introduced by adopting a component-based paradigm for loosely integrating hydrologic simulation models.,
10.1016/S1364-8152(03)00152-X,"Tarsier: a practical software framework for model development, testing and deployment (2004)",Module autonomy is achieved by the use of generic messages passed between modules through shared objects.,This facilitates effective model integration with no loss of speed as a result of the integration process.,The disadvantages are proving to be the dependence on a specific language and compiler.,This hinders the utility of the framework for the broader model development community.,"The system is object-oriented, with integration of modules achieved through the sharing of common objects."
10.1016/j.specom.2013.02.002,A review of lumped-element models of voiced speech (2013),"Reduced-order lumped-element models of the vocal fold structure, coupled with various aerodynamic and acoustic models, have proven useful in a wide array of speech investigations.","This paper aims to provide an overview of advances in lumped-element models and their constituents, with particular emphasis on their physical foundations and limitations.","Over the past several decades a variety of structural, aerodynamic, and acoustic models have been developed and deployed into the lumped-element modeling framework.",,
10.1016/j.jbi.2012.11.009,OWL-based reasoning methods for validating archetypes (2013),"The validation method consists of reasoning on those ontologies to find modeling errors in archetypes: incorrect restrictions over the reference model, non-conformant archetype specializations and inconsistent terminological bindings.",This permits to combine the two levels of the dual model-based architecture in one modeling framework which can also integrate terminologies available in OWL format.,"Some modern Electronic Healthcare Record (EHR) architectures and standards are based on the dual model-based architecture, which defines two conceptual levels: reference model and archetype model.","In recent years, there has been an increasing interest in exploring how semantic web technologies in general, and ontologies in particular, can facilitate the representation and management of archetypes, including binding to terminologies, but no solution based on such technologies has been provided to date to validate archetypes.","Consequently, formal methods for validating archetypes are necessary."
10.1016/j.advengsoft.2013.10.004,A virtual reality based fire training simulator with smoke hazard assessment capacity (2014),"Two case studies of a subway station and a primary school demonstrated a high level of accuracy and smooth interactive performance of the proposed simulator, which is thus shown to be valuable for the training of both people who might become trapped in fire and firefighters engaged in learning the proper rescue procedures.","In this simulator, a visualization technique based on volume rendering and fire dynamics data has been especially designed to create a realistic and accurate smoke environment for the purposes of effective virtual training, which allows the trainees to experience a realistic and yet non-threatening fire scenario.",,,
10.5194/hess-16-4119-2012,Hydrologic system complexity and nonlinear dynamic concepts for a catchment classification framework (2012),The study employs a popular nonlinear dynamic method for identification of the level of complexity of streamflow and for its classification.,"The dimensionality of the time series forms the basis for identification of system complexity and, accordingly, streamflows are classified into four major categories: low-dimensional, medium-dimensional, high-dimensional, and unidentifiable.",The absence of a generic modeling framework in hydrology has long been recognized.,"To move forward on this classification framework, identification of an appropriate basis and development of a suitable methodology for its representation are vital.",The present study argues that hydrologic system complexity is an appropriate basis for this classification framework and nonlinear dynamic concepts constitute a suitable methodology.
10.1016/S0098-1354(97)87539-4,LOGMIP: A disjunctive 0-1 nonlinear optimizer for process systems models (1997),Both have advantages and drawbacks depending on the problem they are dealing with.,"Computational experience is reported on several examples, which are solved with disjunctive, MINLP and hybrid approaches.",,,
10.1016/j.envsoft.2014.07.005,The application of componentised modelling techniques to catastrophe model generation (2014),"Finally, we discuss how a flexible model integration methodology, such as described in this paper, facilitates a better understanding of the assumptions used within the catastrophe model by enabling the interchange of model components created using different, yet appropriate, assumptions.",These probabilistic loss estimates often underpin re-insurance transactions.,,,
10.1016/j.advengsoft.2008.03.010,A computational algorithm for system modelling based on bi-dimensional finite element techniques (2009),It has defined criteria for model selection based on information parameters.,"Guide to statistics, vosl.","Guide to statistics, Mathsoft Inc.; 2003, Verdu F. Un algoritmo para la construccion multiple de modelos matematicos no lineales y el estudio de su estabilidad, Thesis Doctoral, Universidad de Alicante; 2001, Verdu F, Villacampa Y.","2, WIT Press: Southampton, Boston; 1999], and will be useful in the effort to simplify the model.",A new computational algorithm to construct mathematical models.
10.1007/s11069-018-3470-1,Advances in surrogate modeling for storm surge prediction: storm selection and addressing characteristics related to climate change (2018),"For storm intensification, the use of the surrogate model for prediction extrapolation is examined.","An adaptive, sequential selection is examined here that iteratively identifies the storm (or multiple storms) that is expected to provide the greatest enhancement of the prediction accuracy when that storm is added into the already available database.","This paper establishes various advancements for the application of surrogate modeling techniques for storm surge prediction utilizing an existing database of high-fidelity, synthetic storms (tropical cyclones).","Tuning of the surrogate model characteristics using cross-validation techniques and modification of the tuning to prioritize storms with specific characteristics are proposed, whereas an augmentation of the database with new/additional storms is also considered.",Emphasis is first placed on the storm selection for developing the database of synthetic storms.
10.1287/ijoc.2016.0710,Modeling Two-Dimensional Guillotine Cutting Problems via Integer Programming (2016),"We mainly concentrate our analysis on the guillotine two-dimensional knapsack problem (G2KP), for which a model, and an exact procedure able to significantly improve the computational performance, are given.",We propose a framework to model general guillotine restrictions in two-dimensional cutting problems formulated as mixed-integer linear programs (MIPs).,"The modeling framework requires a pseudopolynomial number of variables and constraints, which can be effectively enumerated for medium-size instances.","Finally, we conclude the paper discussing an extensive set of computational experiments on G2KP and GSPP benchmark instances from the literature.","Our modeling of general guillotine cuts is the first one that, once it is implemented within a state-of-the-art MIP solver, can tackle instances of challenging size."
10.1057/palgrave.jos.4250020,Developing participative simulation models-framing decomposition principles for joint understanding (2007),"By a case example, we illustrate how a modelling framework may facilitate more disciplined modelling.","In turn, stakeholder participation is helpful in exploiting their domain knowledge for solution creation, and their acceptance.","In this article, we consider this issue in somewhat more depth, by reviewing a modelling framework for manufacturing simulation.","A challenge in simulation modelling is to produce models that are transparent, that is, facilitate stakeholders in validating and understanding key decision variables, their workings, and model output.",
10.1016/S0043-1354(01)00095-1,Integrated modelling of eutrophication and organic contaminant fate & effects in aquatic ecosystems. A review (2001),"This review first provides a brief overview of traditional approaches in modelling eutrophication, contaminant fate, food web dynamics and food chain bioaccumulation.","Third, the gaps and limitations in modelling the four types of interaction processes are discussed.","In contrast, the potential of integrated models for long term simulations of contaminant fate is better because the environmental distribution of contaminants is mainly determined by the major abiotic compartments and by biotic compartments at the base of the food chain.","Second, five existing integrated eutrophication, fate and/or effects models are reviewed.","Traditional simulation models for aquatic systems can be categorised as eutrophication models, contaminant fate models, food web models and food chain bioaccumulation models."
10.1002/2016WR020190,"Comment on ""Most computational hydrology is not reproducible, so is it really science?"" by Christopher Hutton et al. (2017)",Several specific examples are discussed in the field of hydrological modeling.,Such reproducibility can be compromised by the lack of clear standards and insufficient methodological description of the computational details involved in an experiment.,"Plain Language Summary This article highlights several important issues to ensure the scientific reproducibility of results within the current scientific framework, going beyond simple documentation.","In addition, the inappropriate application or ignorance of copyright laws can have undesirable effects on access to aspects of great importance of the design of experiments and therefore to the interpretation of results.",
10.1016/j.cageo.2015.02.016,Retrieval of dust storm aerosols using an integrated Neural Network model (2015),"The proposed methodology can be applied on early warning of adverse air quality conditions, and prediction of low visibility associated with dust storm events for port and airport authorities.",The NN models were trained for the dust detection and validated using sunphotometer measurements from the AErosol RObotic NETwork (AERONET).,The proposed model consists of three components: (i) a Neural Network (NN) model for near real-time detection of dust storms; (ii) a NN model for dust Aerosol Optical Thickness (AOT) retrieval; and (iii) the Hybrid Single Particle Lagrangian Integrated Trajectory (HYSPLIT) model to analyze the transports of dust storms.,Atmospheric dust loading is also one of the major uncertainties in global climatic modeling as it is known to have a significant impact on the radiation budget and atmospheric stability.,This study develops an integrated model for dust storm detection and retrieval based on the combination of geostationary satellite images and forward trajectory model.
10.1016/j.envsoft.2016.06.010,Contributing to the GEO Model Web implementation: A brokering service for business processes (2016),"By extending the GEOSS brokering framework, a proof-of-concept implementation is presented, argued, and ultimately experimentations and conclusions are discussed.",This work follows a recognizable gap characterized by high-level steps towards model integration: the Science-to-Information Technology barrier.,The methodological approach consists of five technologically neutral steps to build executable workflows from abstract business processes.,,
10.5194/hess-19-2837-2015,A 2-D process-based model for suspended sediment dynamics: a first step towards ecological modeling (2015),"A robust sediment transport model is a first step in developing a chain of models enabling simulations of contaminants, phytoplankton and habitat conditions.",The model may act as the base model for a chain of ecological models assessing the impact of climate change and management scenarios.,This works aims to determine turbidity levels in the complex-geometry delta of the San Francisco estuary using a process-based approach (Delft3D Flexible Mesh software).,Model results show that our process-based approach is a valuable tool in assessing sediment dynamics and their related ecological parameters over a range of spatial and temporal scales.,"Our approach includes a detailed calibration against measured SSC levels, a sensitivity analysis on model parameters and the determination of a yearly sediment budget as well as an assessment of model results in terms of turbidity levels for a single year, water year (WY) 2011."
10.1016/S0098-3004(99)00135-1,Modeling the fate of drilling waste in marine environment - an overview (2000),The salient features of such a model are summarized in this review.,"However, the present literature survey revealed that no fully validated drilling waste discharge model exists that elaborately describes all principles and processes in an appropriate mathematical framework.",,,
10.1007/BF01743172,STRUCTURAL MODELING AND SENSITIVITY ANALYSIS OF SHAPE OPTIMIZATION (1993),"In cooperation with this modelling approach, the semi-analytic sensitivity analysis has been effectively employed.",An integrated modelling approach based on geometric shape parameterization and automatic mesh generation is proposed.,The implementation and applications of the integrated modelling approach and semi-analytic sensitivity analysis to shape optimization of structures with coupling of stress and temperature fields are illustrated.,,
10.1016/j.simpat.2003.08.006,Effects of cell size and configuration in cellular automata based prey-predator modelling (2003),"By setting up systematic simulation scenarios it was observed that the choice of a particular cell size has a clear effect on the resulting spatial patterns, while different cellular configurations affect both spatial patterns and system stability.","On the basis of these findings, it is proposed to use the principal spatial scale of the studied ecosystem as CA model cell size and to apply the Moore type cell configuration.","Although the validity of a cell-based approach has successfully been demonstrated in numerous cases, very few studies have been reported that address the effects of cell size and configuration on the behaviours of CA-based models.",In CA modelling complex patterns emerge on a global scale through the evolution of interactions at a local level.,Methods for identifying principal spatial scales have been developed and are presented here.
10.1016/j.envsci.2014.12.006,A multi-model approach to engaging stakeholder and modellers in complex environmental problems (2015),"They can provide system understanding, learning, a platform for stakeholder engagement, projections of system behaviour and an environment for virtual testing of alternative management strategies.","Using rapidly deployed qualitative, or simple quantitative, models stakeholders can be exposed to models very early in the project, eliciting feedback on appropriate model content and familiarity with the modelling process without affecting the development of more complex, resource intensive, models aimed at answering core management questions.","This early and continuous stakeholder exposure to models provides flexibility in addressing specific novel questions as they arise during project development, as well as an opportunity for developing skills and changing both modellers and stakeholders' attitudes, as is often needed when facing complex problems.",,
10.1007/s10652-012-9266-z,"Integrated modelling of single port, steady-state thermal discharges in unstratified coastal waters (2013)",An integrated model is presented for the calculation of the discharge of thermal effluents from power plants into coastal waters; the model consists of the near field model CorJet and the far field model FLOW-3DL that are interconnected via an active coupling algorithm.,Calculations verify the need for the application of an integrated active model.,Model predictions are compared with CORMIX far field estimations and calculations employing passive coupling.,"Firstly, the model is validated using experimental data; moreover, calculations are compared with passive coupling simulations to identify the dominant differences among these methods.","Then, the model is applied to simulate the single-port thermal discharge originating from a thermal power plant to the non-stratified coastal waters in the region of Mantoudi in Evia, Greece."
10.1117/12.2027582,Meeting performance and sensing-cost requirements for detection and recognition systems (2013),"The modelling of the Automatic Target Detection, Recognition and Identification performance in systems of multiple sensors and/or platforms is important in many respects.","For example, in the selection of sensors or sensor combinations of sufficient effectiveness to achieve operational requirements, or for understanding how the system might be best exploited.","These generally show that the method is able to quantify qualitative expectations of performance, and is sufficiently powerful to highlight some unexpected aspects of operation.","The framework has been designed to encompass detection, recognition and identification problems and also to treat sensor characterisation.","It is possible that a sensing system may be comprised of sensors of several different types, including active and passive approaches in the radio frequency and optical portions of the spectrum."
10.1016/S0273-1223(98)00114-0,Modeling the activated sludge floc microenvironment (1998),A key element of the model is the assumed distribution of daughter cells following replication.,Preliminary results indicate rapid progression toward minimum porosity with relatively slow expansion of the microcolony surface.,"These characteristics are fundamentally related to the size, shape and porosity of both the sludge flocs and their component microcolonies.","Microcolony porosity is of particular interest since it may both influence, and be influenced by, the substrate and electron acceptor gradients that establish competitive microenvironments.","Although little is documented on porosity variation within flocs, these results contrast with observations for biofilms and may emphasize the difference between the mechanisms involved in the structural development of microcolonies and larger scale aggregates."
10.1016/j.envsoft.2017.02.019,Why pay attention to paths in the practice of environmental modelling? (2017),This paper discusses phenomena that influence the problem solvers' choices at the forks.,A path is the sequence of steps taken in a modelling project.,Phenomena are identified that can cause the modelling project to get stuck on a poor path.,The problem solving team faces several forks where alternative choices can be made.,A path checklist is developed to help practitioners detect forks and reflect on the path of the modelling project.
10.2134/jeq2010.0281,A Hydrological Modeling Framework for Defining Achievable Performance Standards for Pesticides (2012),"This paper proposes a hydrological modeling framework to define achievable performance standards (APSs) for pesticides that could be attained after implementation of recommended management actions, agricultural practices, and available technologies (i.e., beneficial management practices [BMPs]).","Our integrated approach of ""hydrological modeling-APS estimation-ecotoxicological significance"" provides the most effective interpretation possible, for management and education purposes, of the potential biological impact of predicted pesticide concentrations in rivers.",,,
10.1016/j.envsoft.2012.01.012,Strategies for integrated modeling: The community surface dynamics modeling system example (2013),Direct CSDMS governance relies on similar to 4% of members.,"About 15% of members contributed code and metadata, and a similar 15% use the common supercomputing resources.","The Community Surface Dynamics Modeling System (CSDMS) is a community of earth scientists promoting the modeling of earth surface processes by developing and disseminating integrated software modules that predict the movement of fluids, and the flux of sediment and nutrients in landscapes and their sedimentary basins.",Encouraging volunteerism among its members to provide and adapt metadata and model code to be sufficiently standardized for coupling is crucial to building an integrated community modeling system.,"We here present data on community contributions and novice user engagement and evaluate the effectiveness of CSDMS' strategies toward these two challenges over the first 5 years based on member and user data, surveys, computing logs and web log analysis."
10.1006/jema.1994.1066,MANAGEMENT OF SUBSURFACE WATER BODIES - A COMPUTER-AIDED APPROACH TO MODEL CHOICE AND IMPLEMENTATION (1994),"The rule base may in fact reproduce, at least in part, the experience of the model developers, which would not be easily accessible for the users in another way.","More than 300 computer programs for subsurface water system simulations are now available for micro- and mini-computers, and it is becoming almost impossible for anyone dealing with a practical problem to go rapidly through this body of literature and find the model that best fits any specific problem.","This paper shows that the use of a rule base and a flexible software environment to support the model choice and implementation may significantly help in making the development of environmental modelling easily available to a larger set of users, including scientists involved in ecotoxicological research.",,
10.5194/hess-15-743-2011,Holistic versus monomeric strategies for hydrological modelling of human-modified hydrosystems (2011),"Often, models for such systems are detailed and hydraulics-based for only one part of the system while for other parts oversimplified models or rough assumptions are used.","The first strategy is based on stand-alone models for surface and groundwater processes and for water management, which are employed sequentially.","This is typically a bottom-up approach, which seeks to exploit knowledge of hydrological processes at the micro-scale at some components of the system.",Our work allows for investigating the deterioration of model performance in cases where no balanced attention is paid to all components of human-modified hydrosystems and the related information.,"For this, two alternative modelling strategies are examined that reflect two modelling approaches or philosophies: a dominant bottom-up approach, which is also monomeric and, very often, based on output information, and a top-down and holistic approach based on generalized information."
10.1016/j.cpc.2003.11.002,The tokamak Monte Carlo fast ion module NUBEAM in the National Transport Code Collaboration library (2004),"The NUBEAM module can also treat fusion product ions that contribute to alpha heating and ash accumulation, whether or not NBI is present.","The NUBEAM module was extracted from the TRANSP integrated modeling code, using standards of the National Transport Code Collaboration (NTCC), and was submitted to the NTCC module library (http://w3.pppl.gov/NTCC).","Finally, a description of the procedure for setting up input data for the NUBEAM module and making use of the output is outlined.",The NUBEAM module is a comprehensive computational model for Neutral Beam Injection (NBI) in tokamaks.,
10.1016/S0022-1694(00)00293-6,Methodology and application of combined watershed and ground-water models in Kansas (2000),"The mechanics of integrating the component watershed and ground-water models are outlined, and three real-world management applications of the integrated model from Kansas are briefly presented.",This is achieved by integrating the quasi-distributed watershed model SWAT with the fully-distributed ground-water model MODFLOW.,"Increased irrigation in Kansas and other regions during the last several decades has caused serious water depletion, making the development of comprehensive strategies and tools to resolve such problems increasingly important.",This approach also enhances model calibration and thus the reliability of model results.,"This paper makes the case for an intermediate complexity quasi-distributed, comprehensive, large-watershed model, which falls between the fully distributed, physically based hydrological modeling system of the type of the SHE model and the lumped, conceptual rainfall-runoff modeling system of the type of the Stanford watershed model."
10.1016/S0265-931X(00)00180-6,A mechanistic sub-model predicting the influence of potassium on radiocesium uptake in aquatic biota (2001),The sub-model for the potassium moderator presented in this paper is an example of a mechanistically based sub-model used within the framework of a more comprehensive lake model for (137)Cs.,"The accident at Chernobyl has, in fact, provided science with an intriguing opportunity to study how the pulse of (137)Cs is transported through ecosystem pathways, thus revealing the basic structure of these ecosystems, i.e.",It provides the type of structure to this overall lake model that helps to explain the excellent predictive power of this model.,"It has also long been argued that due to the complex nature of ecosystems, it will never be possible to predict important target variables, especially with more comprehensive dynamic models.",The key to the predictive success lies in the structuring of the model.
